story_id,entity,type
354,"UNSG Ban Ki - moon",PERSON
354,"UN",ORGANIZATION
354,"United Nations",ORGANIZATION
354,"New York",LOCATION
136,"Thailand",LOCATION
136,"Commerce Ministry",ORGANIZATION
2785,"India",LOCATION
2785,"Thailand",LOCATION
2785,"State Railway of Thailand",LOCATION
2785,"New Delhi",LOCATION
844,"Cairo",LOCATION
844,"Egypt",LOCATION
844,"Abdel Fattah al-Sisi",PERSON
844,"Ismailiya",LOCATION
844,"AFP",ORGANIZATION
844,"Suez Canal",LOCATION
2214,"Suez",ORGANIZATION
2214,"Egypt",LOCATION
2214,"Ismailia",LOCATION
1499,"India",LOCATION
1499,"New Delhi",LOCATION
1499,"Uttar Pradesh",LOCATION
1499,"Ranjit Sinha",PERSON
1499,"Hindustan Times",ORGANIZATION
1499,"Central Bureau of Investigation",ORGANIZATION
1499,"Katra",LOCATION
1499,"CBI",ORGANIZATION
1499,"FBI",ORGANIZATION
1943,"India",LOCATION
1943,"Delhi",LOCATION
137,"Ethiopia",LOCATION
137,"Addis Ababa Football Stadium",LOCATION
137,"Bole Mekaa'iil",ORGANIZATION
137,"Addis Ababa",LOCATION
1467,"Center for Human Rights",ORGANIZATION
1467,"Rajab",PERSON
1467,"Bahrain",LOCATION
1467,"Nabil Rajab",PERSON
1467,"Geneva",LOCATION
356,"Andriy Lysenko",PERSON
356,"Ukraine",LOCATION
356,"Russia",LOCATION
356,"International Red Cross",ORGANIZATION
356,"Valentyn Nalivaychenko",PERSON
2473,"Organization for Security and Cooperation in Europe",ORGANIZATION
2473,"Interfax",ORGANIZATION
2473,"Ukraine",LOCATION
2473,"OSCE",ORGANIZATION
2473,"Duma",ORGANIZATION
2657,"Organisation for Security and Cooperation in Europe",ORGANIZATION
2657,"Ukraine",LOCATION
2657,"Brussels",LOCATION
2657,"Russia",LOCATION
2657,"OSCE",ORGANIZATION
2657,"EU",ORGANIZATION
2657,"Donetsk",LOCATION
2657,"Luhansk",LOCATION
2657,"Crimea",LOCATION
2895,"Ban",PERSON
2895,"Ukraine",LOCATION
2895,"UN Headquarters",ORGANIZATION
3165,"Kimaiyo",PERSON
3165,"National Police Service",ORGANIZATION
3165,"David Kimaiyo",PERSON
3165,"Nairobi",LOCATION
3165,"Uhuru Kenyatta",PERSON
309,"U.S.",LOCATION
309,"United Nations",ORGANIZATION
309,"Caracas",LOCATION
309,"Nicolas Maduro",PERSON
31,"Nigeria",LOCATION
31,"Congress",ORGANIZATION
31,"Chad",LOCATION
31,"Boko Haram",PERSON
31,"United States",LOCATION
31,"U.S.",LOCATION
31,"State Department",ORGANIZATION
31,"Barack Obama",PERSON
31,"FBI",ORGANIZATION
3062,"Nigeria",LOCATION
3062,"Boko Haram",PERSON
2246,"Bolivia",LOCATION
1199,"Honduras",LOCATION
1199,"Madero",LOCATION
1199,"El Salvador",LOCATION
1199,"Tamaulipas",LOCATION
1199,"US",LOCATION
3224,"Tamaulipa",LOCATION
3224,"Altamira",LOCATION
3224,"El Salvador",LOCATION
3224,"Tampico",LOCATION
3224,"Guatemala",LOCATION
3224,"Tamaulipas",LOCATION
1471,"Lebanon",LOCATION
1471,"Michel Suleiman",PERSON
1471,"Nabih Berri",PERSON
2719,"Lebanon",LOCATION
2719,"Berris",PERSON
2719,"Parliament",ORGANIZATION
2719,"Nabih Berri",PERSON
2719,"Mohammad Ballout",PERSON
1683,"EU",ORGANIZATION
1683,"Greece",LOCATION
1683,"Bangui",LOCATION
1683,"UN",ORGANIZATION
1683,"EU",LOCATION
3012,"Security Council",ORGANIZATION
3012,"Spain",LOCATION
3012,"Netherlands",LOCATION
3012,"Romania",LOCATION
3012,"France",LOCATION
3012,"Estonia",LOCATION
3012,"UN Security Council",ORGANIZATION
3012,"EU",ORGANIZATION
3012,"Poland",LOCATION
3012,"Luxembourg",LOCATION
3012,"Finland",LOCATION
3012,"RCA",ORGANIZATION
3012,"EUFOR",LOCATION
3012,"Georgia",LOCATION
3012,"EU",LOCATION
3012,"Latvia",LOCATION
365,"Yoweri Museveni",PERSON
365,"Reuters",ORGANIZATION
365,"Sudan",LOCATION
365,"South Sudan",LOCATION
365,"Uganda",LOCATION
1288,"Netherlands",LOCATION
2653,"Srebrenica",LOCATION
2653,"Potocari",LOCATION
2653,"Europe",LOCATION
2653,"The Hague",LOCATION
2653,"Netherlands",LOCATION
2573,"China",LOCATION
2573,"Heilongjiang province",LOCATION
2573,"Sichuan",LOCATION
2573,"National Avian Influenza Reference Laboratory",ORGANIZATION
2573,"Harbin",LOCATION
3515,"ISIL",ORGANIZATION
3515,"Raqqa",LOCATION
1821,"Afghanistan",LOCATION
1821,"Domanda",LOCATION
1821,"Interior Ministry",ORGANIZATION
1821,"Dawlat Abad",LOCATION
1821,"Khost",LOCATION
1821,"Kabul",LOCATION
1821,"Faryab province",LOCATION
3340,"India",LOCATION
3340,"Chandigarh",LOCATION
3340,"Haryana",LOCATION
3340,"Sukhna Lake",LOCATION
3340,"Northern Uttar Pradesh",LOCATION
3340,"IBN",ORGANIZATION
3340,"Punjab",LOCATION
3340,"IANS",ORGANIZATION
1857,"Rights and Welfare",ORGANIZATION
1857,"Juba",LOCATION
1857,"South Sudan",LOCATION
1857,"Bor",PERSON
2421,"Juba",LOCATION
2421,"Riek Machar",PERSON
2421,"South Sudan",LOCATION
2421,"Museveni",PERSON
2421,"Yoweri Museveni",PERSON
2421,"Salva Kiir",PERSON
2421,"Kampala",LOCATION
2421,"Uganda",LOCATION
2621,"Council",ORGANIZATION
2621,"South Sudan",LOCATION
2621,"UNISFA",LOCATION
2621,"Sudan",LOCATION
2621,"UN Security Council",ORGANIZATION
2621,"Abyei",LOCATION
3028,"Yoweri Museveni",PERSON
3028,"South Sudan",LOCATION
3028,"Uganda",LOCATION
3028,"Kampala",LOCATION
3597,"Jonglei",LOCATION
3597,"Committee of Experts on the Rights and Welfare",ORGANIZATION
3597,"Sloth-Nielsen",PERSON
3597,"South Sudan",LOCATION
3597,"Julia Sloth-Nielsen",PERSON
994,"Pierre-Claver Ndayicariye",PERSON
994,"Burundi",LOCATION
994,"Pierre Nkurunziza",PERSON
3444,"Juba",LOCATION
3444,"security council",ORGANIZATION
1152,"Nigeria",LOCATION
1152,"Garubula",LOCATION
1152,"Biu",LOCATION
1152,"Kaduna",LOCATION
1152,"Boko Haram",PERSON
1152,"Mallam Idrissa",PERSON
1152,"AFP",ORGANIZATION
2277,"Japan",LOCATION
2277,"Miyazaki",PERSON
2277,"Agricultural Ministry",ORGANIZATION
2277,"Miyazaki",LOCATION
3479,"Juba",LOCATION
3479,"South Sudan",LOCATION
3479,"Yoweri Museveni",PERSON
3479,"SPLM",ORGANIZATION
3479,"Sudan",LOCATION
3479,"Uganda",LOCATION
373,"Egypts Cairo",LOCATION
373,"Cairo",LOCATION
373,"Tunisia",LOCATION
373,"Libya",LOCATION
373,"LANA",ORGANIZATION
373,"Tunisian Aviation Authority",ORGANIZATION
373,"Tripoli",LOCATION
608,"Hamas",ORGANIZATION
608,"Tony Blair",PERSON
608,"Israel",LOCATION
608,"Abdel Fattah Al-Sisis",PERSON
608,"Gaza",LOCATION
608,"AFP",ORGANIZATION
2284,"Muammar",PERSON
2284,"Ras Jadir",PERSON
2284,"Libya Dawn",LOCATION
2284,"Zuwarah",LOCATION
2284,"Hafid Muammar",PERSON
2564,"Al-Nusra",LOCATION
2564,"Pakistan",LOCATION
2564,"Golan Heights",LOCATION
2564,"Mustafa Setmariam Nasar",PERSON
2564,"Al-Nusra Front",ORGANIZATION
2564,"army",ORGANIZATION
2564,"Fiji",LOCATION
2564,"Damascus",LOCATION
2564,"UN",ORGANIZATION
2564,"Abu Mussab al-Suri",PERSON
2564,"Syria",LOCATION
2564,"Al-Qaeda",ORGANIZATION
3064,"Haftar",PERSON
3064,"Muammar Gaddafi",PERSON
3064,"Libya",LOCATION
3064,"Ankara",LOCATION
3064,"Turkey",LOCATION
3064,"Khalifa Haftar",PERSON
1695,"Ukraine",LOCATION
1695,"Luhansk",LOCATION
1695,"Andrei Purgin",PERSON
1695,"BBC",ORGANIZATION
1695,"Donetsk",LOCATION
2550,"ESCWA",ORGANIZATION
2550,"World Bank",ORGANIZATION
2550,"Egypt",LOCATION
2550,"Libya",LOCATION
2550,"Economic and Social Commission",ORGANIZATION
2550,"International Organization for Migration",ORGANIZATION
2550,"Western Asia",LOCATION
55,"Mokhtar Lakhdar",PERSON
55,"Zintan",LOCATION
55,"Misrata",LOCATION
55,"Tripoli",LOCATION
516,"Tripoli",LOCATION
516,"Libya",LOCATION
890,"Benghazi",LOCATION
890,"Libya",LOCATION
1272,"Haftar",PERSON
1272,"Benghazi",LOCATION
1274,"Muammar Gaddafi",PERSON
1274,"Zintan",LOCATION
1274,"Misrata",LOCATION
1274,"Tripoli",LOCATION
1274,"Human Rights Watch",ORGANIZATION
1529,"Khalifa Haftar",PERSON
1529,"Land Cruiser",ORGANIZATION
1529,"Benghazi",LOCATION
1529,"Haftar",PERSON
1529,"Mohamed El-Hejazi",PERSON
1568,"Abdullah al-Thinni",PERSON
1568,"East",LOCATION
1568,"Muammar Gaddafi",PERSON
1568,"Libya",LOCATION
1568,"House of Representatives",ORGANIZATION
1568,"Tripoli",LOCATION
1568,"Libya Dawn",LOCATION
1601,"Abdullah al-Thinni",PERSON
1601,"Benghazi",LOCATION
1601,"United Arab Emirates",LOCATION
1601,"Libya",LOCATION
1601,"Tripoli",LOCATION
1601,"Muammar Gaddafi",PERSON
1601,"Tobruk",LOCATION
1776,"Muammar Gaddafi",PERSON
1776,"Benghazi",LOCATION
1776,"Tripoli",LOCATION
2034,"Ahmed Lamine",PERSON
2034,"UN",ORGANIZATION
2034,"Benghazi",LOCATION
2034,"Tripoli International Airport",LOCATION
2034,"Tripoli",LOCATION
2073,"Muammar Gaddafi",PERSON
2073,"Benghazi",LOCATION
2073,"Tripoli",LOCATION
2073,"Libya",LOCATION
2107,"Khalifa Haftar",PERSON
2107,"Muammar Gaddafi",PERSON
2107,"Zintan",LOCATION
2107,"Libya",LOCATION
2107,"Misratis",PERSON
2107,"Tripoli",LOCATION
2107,"Gaddafi",PERSON
2107,"Zintanis",PERSON
2107,"Misrata",LOCATION
2458,"Muammar Gaddafi",PERSON
2458,"Rice",PERSON
2458,"Benghazi",LOCATION
2458,"Libya",LOCATION
2593,"Khalifa Hifter",PERSON
2593,"Benghazi Revolutionary Shura Council",ORGANIZATION
2593,"Benghazi",LOCATION
2593,"Benina",LOCATION
2593,"Hifter",PERSON
2595,"Muammar Gaddafi",PERSON
2595,"Benghazi",LOCATION
2595,"Libya",LOCATION
2639,"Ansar al-Sharia",PERSON
2639,"Benghazi",LOCATION
2639,"Libya",LOCATION
2932,"Niger",LOCATION
2932,"Abdullah al-Thinni",PERSON
2932,"NATO",ORGANIZATION
2932,"West",LOCATION
2932,"Burkina Faso",LOCATION
2932,"Chad",LOCATION
2932,"Mali",LOCATION
2932,"Libya",LOCATION
2932,"Senegal",LOCATION
3038,"Muammar Gaddafi",PERSON
3038,"Benghazi",LOCATION
3086,"Muammar Gaddafi",PERSON
3086,"OPEC",ORGANIZATION
3086,"Libya",LOCATION
3086,"Gaddafi",PERSON
3148,"Leon",PERSON
3148,"EU",LOCATION
3148,"Bernadino Leon",PERSON
3148,"Libya",LOCATION
3148,"UN",ORGANIZATION
3148,"Tripoli",LOCATION
3148,"Misrata",LOCATION
3148,"Libya Dawn",LOCATION
3230,"Eritrea",LOCATION
3230,"Ariane Rummery",PERSON
3230,"Benghazi",LOCATION
3230,"UNHCR",ORGANIZATION
3230,"Libya",LOCATION
3230,"Geneva",LOCATION
3230,"Tripoli",LOCATION
3230,"United Nations",ORGANIZATION
3230,"Somalia",LOCATION
3452,"Fajr Libya",LOCATION
3452,"Benghazi",LOCATION
3452,"Libya Dawn",LOCATION
3452,"Libya",LOCATION
3452,"Al-Sidra",LOCATION
3488,"Muammar Gaddafi",PERSON
3488,"UN",ORGANIZATION
3488,"Libya",LOCATION
1602,"UNDOF",ORGANIZATION
1602,"Golan Heights",LOCATION
1602,"UN",ORGANIZATION
1602,"Syria",LOCATION
3458,"Alexander Lukashevich",PERSON
3458,"Moscow",LOCATION
3458,"Russia",LOCATION
1885,"Liberia",LOCATION
166,"Security Council",ORGANIZATION
166,"UN",ORGANIZATION
2844,"Fiji",LOCATION
2844,"Golan Heights",LOCATION
2844,"UN",ORGANIZATION
2844,"Al-Nusra Front",ORGANIZATION
386,"Liberia",LOCATION
386,"Guinea",LOCATION
386,"Fadela Chaib",PERSON
386,"Sierra Leone",LOCATION
386,"Geneva",LOCATION
386,"United Nations",ORGANIZATION
386,"WHO",ORGANIZATION
386,"West Africa",LOCATION
1161,"Diyarbakir",LOCATION
1161,"Turkey",LOCATION
1161,"PKK",ORGANIZATION
1161,"Dogan",PERSON
1161,"Bitlis",LOCATION
422,"Benghazi",LOCATION
422,"Khalifa Haftar",PERSON
422,"Muammar Gaddafi",PERSON
422,"Libya",LOCATION
422,"US",LOCATION
422,"Haftar",PERSON
422,"Al Abyar",PERSON
1754,"Red Cross",ORGANIZATION
1754,"Bangui",LOCATION
1754,"European Union",ORGANIZATION
1754,"EUFOR",PERSON
3097,"Gaye",PERSON
3097,"U.N. Security Council",ORGANIZATION
3097,"Bangui",LOCATION
3097,"United Nations",ORGANIZATION
3097,"U.N.",ORGANIZATION
3097,"Senegal",LOCATION
3097,"Babacar Gaye",PERSON
3097,"Central African Republic",LOCATION
392,"Tanzania",LOCATION
392,"US",LOCATION
1003,"Hod Hasharon",PERSON
1003,"Israel",LOCATION
1003,"Nahariya",LOCATION
1003,"Gaza",LOCATION
1003,"Gaza Strip",LOCATION
1003,"Adar Bersano",PERSON
1003,"Amotz Greenberg",PERSON
1025,"Cameroon",LOCATION
1025,"OCHA",ORGANIZATION
1025,"UN",ORGANIZATION
1025,"Famari Barro",PERSON
1025,"Central African Republic",LOCATION
1700,"Caribbean",LOCATION
1700,"Caricom",ORGANIZATION
1700,"Trinidad-based Caribbean Public Health Agency",ORGANIZATION
1700,"PAHO",ORGANIZATION
508,"Thung Yang Daeng",LOCATION
508,"Suzuki",PERSON
508,"Rangae",LOCATION
508,"South",LOCATION
508,"Narathiwat",LOCATION
508,"Lam Phraya",LOCATION
508,"Lammai-Lam Phraya",LOCATION
508,"Pattani",LOCATION
508,"Rangae",PERSON
508,"Paku",LOCATION
508,"Muang",LOCATION
508,"Ban Khao Din",PERSON
508,"Bango Sato",PERSON
508,"Yala",LOCATION
1077,"South Sudan",LOCATION
1077,"Seyoum Mesfin",PERSON
1077,"Ethiopia",LOCATION
1077,"Seyoum",PERSON
1077,"IGAD",ORGANIZATION
1077,"Inter Governmental Authority on Development",ORGANIZATION
143,"Venezuela",LOCATION
143,"Cano Limon-Covenas",PERSON
143,"Ecopetrol",ORGANIZATION
143,"FARC",ORGANIZATION
143,"ELN",ORGANIZATION
143,"Colombia",LOCATION
143,"Norte de Santander",LOCATION
2248,"Catatumbo zone",LOCATION
2248,"Revolutionary Armed Forces of Colombia",ORGANIZATION
2248,"San Calixto",LOCATION
2248,"Popular Liberation Army",ORGANIZATION
2248,"Venezuela",LOCATION
2248,"FARC",ORGANIZATION
2248,"ELN",ORGANIZATION
2248,"Colombias Norte de Santander province",LOCATION
2248,"National Liberation Front",ORGANIZATION
3324,"National Liberation Army",ORGANIZATION
3324,"Cauca",LOCATION
3324,"FARC",ORGANIZATION
3324,"ELN",ORGANIZATION
3603,"Ecopetrol",ORGANIZATION
3603,"Farc",ORGANIZATION
3603,"ELN",ORGANIZATION
3603,"Colombia",LOCATION
3603,"Tibu",LOCATION
1341,"Eritrea",LOCATION
1341,"Yemen",LOCATION
1341,"Sanaa",LOCATION
1341,"Addis Ababa",LOCATION
1341,"Ethiopia",LOCATION
1341,"Ginbot",ORGANIZATION
1341,"Andargachew",PERSON
1341,"Andargachew Tsige",PERSON
400,"Pyongyang",LOCATION
400,"North Korea",LOCATION
400,"Seoul",LOCATION
400,"World Food Programme",ORGANIZATION
400,"WFP",ORGANIZATION
400,"Ertharin Cousin",PERSON
2565,"India",LOCATION
2565,"China",LOCATION
2565,"Brazil",LOCATION
2565,"Africas Sahel",LOCATION
2954,"Mannar",LOCATION
2954,"Sri Lanka",LOCATION
2954,"Kilinochchi",LOCATION
2954,"Myanmar",LOCATION
2954,"Rakhine",LOCATION
594,"UNEP",ORGANIZATION
594,"Asia-Pacific",LOCATION
594,"Yoshinobu Fukasawa",PERSON
594,"Myanmar",LOCATION
594,"UN",ORGANIZATION
594,"UN-Habitat",ORGANIZATION
809,"Pakistan",LOCATION
3585,"Washington",LOCATION
3585,"Mali",LOCATION
3585,"Ibrahim Boubacar Keita",PERSON
339,"Odile",PERSON
339,"Baja California Sur state",LOCATION
339,"Hurricane Odile",LOCATION
339,"Baja California Sur",LOCATION
339,"Baja California",LOCATION
339,"Los Cabos",LOCATION
1625,"Baghdad",LOCATION
1625,"Islamic State",ORGANIZATION
1625,"Qara Tappa",LOCATION
3425,"Northern Province",LOCATION
3425,"Sri Lanka",LOCATION
124,"Agriculture Organization",ORGANIZATION
124,"FAO",ORGANIZATION
124,"Central African Republic",LOCATION
2580,"UN",ORGANIZATION
2580,"Somalia",LOCATION
954,"Guyana",LOCATION
954,"Brazil",LOCATION
2019,"UN",ORGANIZATION
2019,"Robinson",PERSON
2019,"Mary Robinson",PERSON
2019,"New York",LOCATION
401,"Susilo Bambang Yudhoyono",PERSON
401,"Benigno Aquino III",PERSON
401,"Philippines",LOCATION
401,"Mindanao Sea",LOCATION
401,"Indonesia",LOCATION
401,"Aquino",PERSON
534,"NATO",ORGANIZATION
534,"State",ORGANIZATION
534,"Nagorno-Karabakh",LOCATION
534,"US",LOCATION
534,"Wales",LOCATION
534,"State Department",ORGANIZATION
534,"Azerbaijan",LOCATION
534,"Armenia",LOCATION
1753,"Liberia",LOCATION
1753,"Nigeria",LOCATION
1753,"David Nabarro",PERSON
1753,"Guinea",LOCATION
1753,"Sierra Leone",LOCATION
1753,"UN",ORGANIZATION
1753,"Nabarro",PERSON
1753,"Ban Ki-moon",PERSON
1753,"West Africa",LOCATION
2891,"Ukraines Foreign Ministry",ORGANIZATION
2891,"Transcarpathia",LOCATION
2891,"Ukraine",LOCATION
2891,"Kiev",LOCATION
2891,"Hungarian Foreign Ministry",ORGANIZATION
444,"Ukraine",LOCATION
444,"European Choice coalition",ORGANIZATION
986,"Volodymyr Groysman",PERSON
986,"Ukraine",LOCATION
2995,"Volodymyr Borysenko",PERSON
2995,"People 's Front",ORGANIZATION
2995,"Ukraine",LOCATION
2995,"Arseny Yatseniuk",PERSON
1516,"India",LOCATION
1516,"China",LOCATION
1516,"Tibet",LOCATION
1516,"Lobsang Sangay",PERSON
2009,"Cameron",PERSON
2009,"David Cameron",PERSON
2009,"UK",LOCATION
2805,"Bahra",PERSON
2805,"Hadi al-Bahra",PERSON
2805,"Coalition",ORGANIZATION
2805,"Saudi Arabia",LOCATION
2805,"Istanbul",LOCATION
2805,"Geneva",LOCATION
2805,"Bahra",LOCATION
2805,"Ahmad Jarba",PERSON
2805,"Syria",LOCATION
2805,"National Coalition",ORGANIZATION
2805,"Jarba",PERSON
1826,"Security Council",ORGANIZATION
1826,"Mali",LOCATION
1826,"African Union",LOCATION
1826,"Equatorial Guinea",LOCATION
1826,"UN",ORGANIZATION
40,"Philippinesthis",LOCATION
40,"Rammasun",PERSON
40,"Alexander Parma",PERSON
40,"Manila",LOCATION
1535,"Zine El-Abidine Ben Ali",PERSON
1535,"Tunisias Constituent Assembly",ORGANIZATION
684,"Upper Nile",LOCATION
684,"Juba",LOCATION
684,"Malakal",LOCATION
684,"South Sudan",LOCATION
684,"WFP",ORGANIZATION
597,"Charles Nditije",PERSON
597,"Burundi",LOCATION
597,"Uprona",ORGANIZATION
1223,"Zoundeko",PERSON
1223,"Brazzaville",LOCATION
1223,"Joseph Zoundeko",PERSON
1223,"Seleka",PERSON
1223,"Seleka",LOCATION
303,"Juba",LOCATION
303,"Juba III",PERSON
303,"UNICEF",ORGANIZATION
303,"IOM",ORGANIZATION
303,"Central Equatoria State",ORGANIZATION
303,"Mingkaman",LOCATION
303,"Nairobi",LOCATION
303,"Malakal",LOCATION
303,"MSF",ORGANIZATION
303,"Medair",PERSON
303,"Ministry of Health",ORGANIZATION
303,"UN",ORGANIZATION
303,"AMREF",ORGANIZATION
303,"WHO",ORGANIZATION
303,"Tomping",PERSON
3507,"Borneo",LOCATION
3507,"AirAsia",ORGANIZATION
2741,"Irakly Garibashvili",PERSON
2741,"Maja Panjikidze",PERSON
2741,"Europe",LOCATION
2741,"Azerbaijan",LOCATION
3541,"Africa",LOCATION
3541,"United States",LOCATION
3541,"Islam",ORGANIZATION
3541,"Union of National Salvation",ORGANIZATION
3541,"Djibouti",LOCATION
3541,"USN",ORGANIZATION
412,"Caribbean",LOCATION
412,"Pan American Health Organization",ORGANIZATION
3029,"Jamaica",LOCATION
3029,"Dominican Republic",LOCATION
3029,"Bolivia",LOCATION
3029,"St. Martin",LOCATION
3029,"Guadaloupe",LOCATION
3029,"Americas",LOCATION
3029,"Haiti",LOCATION
3029,"Chikungunya",LOCATION
3029,"Venezuela",LOCATION
3029,"Trinidad and Tobago",LOCATION
3029,"Martinique",LOCATION
3029,"PAHO",ORGANIZATION
3220,"Caribbean",LOCATION
3220,"Pan American Health Organization",ORGANIZATION
3220,"Dominican Republic",LOCATION
3220,"PAHO",PERSON
3220,"Chikungunya",LOCATION
1377,"Hong Kong",LOCATION
1377,"Beijing",LOCATION
1377,"Leung",PERSON
1377,"Carrie Lam",PERSON
1488,"Haiti",LOCATION
1488,"OCHA",ORGANIZATION
2032,"UN SC Ban Ki-moon",ORGANIZATION
2032,"Haiti",LOCATION
2032,"UN",ORGANIZATION
2032,"Dominican Republic",LOCATION
407,"Solomon Star",ORGANIZATION
407,"Solomon Islands",LOCATION
407,"Fiu",ORGANIZATION
407,"Solomon Islands Meteorological Services",ORGANIZATION
407,"Malaita",LOCATION
407,"Kwaiafa Rivers",LOCATION
407,"Auki",LOCATION
1464,"Haiti",LOCATION
1464,"Granma",ORGANIZATION
1464,"Chikungunya",LOCATION
1464,"Caribbean",LOCATION
1464,"Pan American Health Organization",ORGANIZATION
1464,"Health Ministry",ORGANIZATION
1464,"Dominican Republic",LOCATION
438,"Syria",LOCATION
2197,"China",LOCATION
2197,"Film and Television",ORGANIZATION
2197,"Xi Jinping",PERSON
2197,"State Administration of Press",ORGANIZATION
828,"Buddhist",ORGANIZATION
828,"Mandalay",LOCATION
829,"Muslim",ORGANIZATION
829,"Mandalay",LOCATION
829,"Myanmar",LOCATION
1339,"Thein Sein",PERSON
1339,"Mandalay",LOCATION
1339,"Myanmar",LOCATION
1340,"AFP",ORGANIZATION
1340,"Unity Weekly News",ORGANIZATION
1340,"Wah Win Maung",PERSON
1340,"Myanmar",LOCATION
1455,"Buddhist",ORGANIZATION
1455,"Rakhine State",LOCATION
1455,"Myanmar",LOCATION
2707,"Mandalay",LOCATION
2707,"Myanmar",LOCATION
3440,"Catholic Church",ORGANIZATION
3440,"Myanmar",LOCATION
3440,"Isidore Ngei Ko Lat",PERSON
3561,"WHO",ORGANIZATION
3561,"European Community Humanitarian Office",ORGANIZATION
3561,"Buddhist",ORGANIZATION
3561,"Myanmar",LOCATION
3561,"Rakhine",LOCATION
3228,"Levant",PERSON
3228,"Sinjar",LOCATION
3228,"Islamic State",ORGANIZATION
3228,"Mosul",LOCATION
3228,"Nenewa",LOCATION
3228,"Iraq",LOCATION
3228,"Council",ORGANIZATION
3228,"UN Security Council",ORGANIZATION
3228,"Syria",LOCATION
482,"Navi Pillay",PERSON
482,"UNSG",ORGANIZATION
482,"Shabaks",LOCATION
482,"Iraq",LOCATION
482,"UN",ORGANIZATION
482,"Islamic State",ORGANIZATION
482,"Kakae",LOCATION
1269,"Nineveh",LOCATION
1269,"Islamic State",ORGANIZATION
1269,"Hawijah",LOCATION
1269,"Mosul",LOCATION
1269,"Kirkuk",LOCATION
2552,"Navi Pillay",PERSON
2552,"Iraq",LOCATION
2552,"Islamic State",ORGANIZATION
2552,"UNHCR",ORGANIZATION
2552,"Mosul",LOCATION
1756,"West Point",LOCATION
1756,"Liberia",LOCATION
1756,"Monrovia",LOCATION
1468,"Mohammad Javad Zarif",PERSON
1468,"China",LOCATION
1468,"France",LOCATION
1468,"Russia",LOCATION
1468,"Zarif",PERSON
1468,"Germany",LOCATION
1468,"United States",LOCATION
1468,"Iran",LOCATION
1468,"Britain",LOCATION
1468,"Vienna",LOCATION
1468,"IRNA",ORGANIZATION
1468,"ISNA",ORGANIZATION
1860,"New York City",LOCATION
1860,"Kicillof",PERSON
439,"Australian Federal Police",ORGANIZATION
439,"Europe",LOCATION
439,"London",LOCATION
439,"Australia",LOCATION
439,"Malaysia",LOCATION
439,"Abbott",PERSON
439,"Ukraine",LOCATION
439,"AFP",ORGANIZATION
439,"Petro Poroshenko",PERSON
2772,"Shamdasani",PERSON
2772,"UN",ORGANIZATION
2772,"Sri Lanka",LOCATION
2772,"Ravina Shamdasana",PERSON
1693,"EU",ORGANIZATION
1693,"Ukraine",LOCATION
1693,"Russia",LOCATION
1693,"USA",LOCATION
1693,"Arseniy Yatsenyuk",PERSON
1693,"Yatsenyuk",PERSON
1693,"Donetsk",LOCATION
1693,"Luhansk",LOCATION
586,"Nigeria",LOCATION
586,"All Progressives Congress",ORGANIZATION
586,"Muhammadu Buhari",PERSON
586,"APC",ORGANIZATION
586,"Atiku Abubakar",PERSON
586,"Jonathan",PERSON
586,"Kano State",LOCATION
586,"Peoples Democratic Party",ORGANIZATION
586,"Rabiu Kwankwaso",PERSON
1416,"Security Council",ORGANIZATION
1416,"South Sudan",LOCATION
1416,"UN Samantha Power",ORGANIZATION
1416,"UN SC",ORGANIZATION
1416,"US",LOCATION
1416,"EU",LOCATION
1858,"Michael Makuei Lueth",PERSON
1858,"Sudan",LOCATION
1858,"South Sudan",LOCATION
1858,"Addis Ababa",LOCATION
2864,"UN Samantha Power",ORGANIZATION
2864,"Salva Kiir",PERSON
2864,"South Sudan",LOCATION
2864,"US",LOCATION
2864,"UN Security Council",ORGANIZATION
1478,"UN Human Rights Council",ORGANIZATION
1478,"UN",ORGANIZATION
1478,"Sri Lanka",LOCATION
1478,"US",LOCATION
1478,"United Nations",ORGANIZATION
2124,"UN Human Rights Council",ORGANIZATION
2124,"UN",ORGANIZATION
2124,"Sri Lanka",LOCATION
2124,"Rajapakse",PERSON
2124,"Mahinda Rajapakse",PERSON
2153,"Rambukwella",PERSON
2153,"Keheliya Rambukwella",PERSON
2153,"Mahinda Rajapaksa",PERSON
2153,"Sri Lanka",LOCATION
2153,"Kandy",LOCATION
2944,"North",LOCATION
2944,"United Peoples Freedom Alliance",ORGANIZATION
2944,"Sri Lanka",LOCATION
3496,"Rajapaksa",PERSON
3496,"Sri Lanka Muslim Congress",ORGANIZATION
3496,"Rauff Hakeem",PERSON
3496,"SLMC",ORGANIZATION
3496,"Mahinda Rajapaksa",PERSON
3496,"Sri Lanka",LOCATION
3524,"Mahinda Rajapaksas",PERSON
410,"Mozambique",LOCATION
410,"Afonso Dhlakama",PERSON
410,"Dhlakama",PERSON
410,"Renamo",ORGANIZATION
410,"Frelimo",ORGANIZATION
2202,"Mozambique",LOCATION
2202,"Antonio Muchunga",PERSON
2202,"Lole",PERSON
2202,"Muchunga",PERSON
2202,"Renamo",ORGANIZATION
2484,"Mozambique",LOCATION
2484,"Bloch",PERSON
2484,"Zimbabwe",LOCATION
2484,"International Campaign to Ban Landmines",ORGANIZATION
2484,"Jared Bloch",PERSON
231,"Abdul Kadre",PERSON
231,"John",PERSON
231,"Mahamat Abdul",PERSON
