story_id,entity,type
1213,"Afghanistan",LOCATION
1213,"Lower Dir district",LOCATION
1213,"Bajaur",LOCATION
1213,"Tripaman",LOCATION
60,"Afghanistan",LOCATION
60,"Kabuls",LOCATION
60,"Taliban",ORGANIZATION
60,"NATO",ORGANIZATION
696,"Zaidi",PERSON
696,"Ibb province",LOCATION
696,"Yarim",LOCATION
696,"Sanaa",LOCATION
696,"Yemen",LOCATION
1896,"Philippines",LOCATION
1896,"Hagupit",PERSON
1896,"Haiyan",PERSON
1896,"Eastern Visayas",LOCATION
3164,"Haiyan",PERSON
3164,"Samar",LOCATION
3164,"Leyte",LOCATION
3164,"Hagupits",PERSON
3164,"Typhoon Hagupit",PERSON
3164,"Tacloban",LOCATION
2495,"CNN",ORGANIZATION
2495,"Daniel Wani",PERSON
2495,"Sudan",LOCATION
2495,"Meriam Ibrahim",PERSON
2495,"Ibrahim",PERSON
435,"Nigerien Party for Democracy and Socialism",ORGANIZATION
435,"Niamey",LOCATION
1221,"Mano River Union",LOCATION
1221,"Guinea",LOCATION
1221,"Hadja Saran Darab",PERSON
1221,"Sierra Leone",LOCATION
1221,"Liberia",LOCATION
1162,"Kobani",PERSON
1162,"Islamic State",ORGANIZATION
1162,"Turkey",LOCATION
1162,"US",LOCATION
1162,"Syria",LOCATION
443,"Slovyansk",LOCATION
443,"Interior Affairs",ORGANIZATION
443,"Donetsk Peoples Republic",LOCATION
537,"Donetsk",LOCATION
537,"Mariupol",LOCATION
537,"AFP",ORGANIZATION
788,"Donetsk",LOCATION
788,"Mariupol",LOCATION
788,"Russian Federation",LOCATION
825,"Ukraine",LOCATION
825,"Viktor Muzhenko",PERSON
825,"Sevastopol",LOCATION
825,"Russia",LOCATION
825,"Valeriy Heletey",PERSON
825,"Heletey",PERSON
825,"Crimea",LOCATION
825,"Soviet Union",LOCATION
825,"Petro Poroshenko",PERSON
1514,"Slaviansk",LOCATION
1514,"Kiev",LOCATION
3337,"Yemen",LOCATION
3337,"al-Makarib",LOCATION
3337,"Sanaa",LOCATION
3337,"Arhab",LOCATION
3337,"Huthis",PERSON
3337,"Yahia Taqi",PERSON
3337,"Al-Islah",ORGANIZATION
381,"Sanaa International Airport",LOCATION
381,"Huthi",PERSON
381,"Zaidi",PERSON
381,"Abdulmalik al-Huthi",PERSON
771,"al-Baydah",LOCATION
771,"Ansar al-Sharia",PERSON
771,"al Qaeda",ORGANIZATION
771,"Sanaa",LOCATION
1279,"interior ministry",ORGANIZATION
1279,"Sanaa",LOCATION
1820,"Amran",LOCATION
1820,"Yemen",LOCATION
2400,"Amran",LOCATION
2400,"Ali Abdullah Saleh",PERSON
2400,"Shiite Huthi",PERSON
2400,"Sanaa",LOCATION
2683,"Katyusha",LOCATION
2683,"Saudi Arabia",LOCATION
2683,"Jouf",LOCATION
2683,"Sanaa",LOCATION
2683,"Yemen",LOCATION
2727,"Shiite Huthi",ORGANIZATION
2727,"AQAP",ORGANIZATION
2727,"Yemen",LOCATION
2764,"Abdullah Yahya al-Hakim",PERSON
2764,"Yemen",LOCATION
2764,"Saleh",PERSON
2764,"Sanaa",LOCATION
2764,"Abdulmalik al-Huthi",PERSON
2764,"UN SC",ORGANIZATION
2764,"UN",ORGANIZATION
2764,"Ali Abdullah Saleh",PERSON
2764,"Huthi",PERSON
2808,"Yemen",LOCATION
2808,"Saba",LOCATION
2808,"Ansarullah",PERSON
2808,"Supreme Security Committee",ORGANIZATION
2808,"Amran",LOCATION
2808,"Ansarullah",LOCATION
2808,"310th Armored Brigade",ORGANIZATION
2809,"Shiite",ORGANIZATION
2809,"Yemeni Red Crescent",ORGANIZATION
2809,"Amran",LOCATION
2809,"Amran",PERSON
2809,"Sanaa",LOCATION
3050,"Abdrabuh Mansur Hadi",PERSON
3050,"Sanaa",LOCATION
3050,"Huthi",PERSON
3050,"Hadi",PERSON
3050,"Amran",LOCATION
3050,"Ansarullah",ORGANIZATION
3459,"Yahia",PERSON
3459,"Huthis",PERSON
3459,"AFP",ORGANIZATION
3459,"Sanaa",LOCATION
3459,"Marrani",PERSON
1225,"Ukraine",LOCATION
1225,"South Sudan",LOCATION
1225,"Iraq",LOCATION
1225,"UNICEF",ORGANIZATION
1225,"Syria",LOCATION
1225,"Palestine",LOCATION
1225,"Central African Republic",LOCATION
1354,"Kurdistan",LOCATION
1354,"UN",ORGANIZATION
1354,"UNHCR",ORGANIZATION
1354,"Iraq",LOCATION
1399,"Syria",LOCATION
1399,"Mutlu",PERSON
1399,"Turkey",LOCATION
1399,"Huseyin Avni Mutlu",PERSON
1399,"Istanbul",LOCATION
1638,"NRC",ORGANIZATION
1638,"Syria",LOCATION
1638,"UN",ORGANIZATION
1638,"UNHCR",ORGANIZATION
2589,"UNICEF",ORGANIZATION
2589,"Turkey",LOCATION
2589,"UNHCR",ORGANIZATION
2699,"South Sudan",LOCATION
2699,"UN",ORGANIZATION
2699,"UNHCR",ORGANIZATION
2699,"World Food Programme",ORGANIZATION
2699,"Chad",LOCATION
2747,"Kakuma",LOCATION
2747,"Kenya",LOCATION
2747,"Dinka",PERSON
2747,"South Sudan",LOCATION
3314,"Kobane",LOCATION
3314,"Syria",LOCATION
3314,"Turkey",LOCATION
3314,"Turkeys Disaster and Emergency Management Presidency",ORGANIZATION
3567,"Jordan",LOCATION
3567,"Syria",LOCATION
3567,"Abdullah al-Ensour",PERSON
3567,"Jordan",PERSON
3567,"Human Rights Watch",ORGANIZATION
3644,"Syria",LOCATION
3644,"UN",ORGANIZATION
474,"West Pokot",LOCATION
474,"Kisii",LOCATION
474,"Kenyas Daily Nation",ORGANIZATION
474,"FGM",ORGANIZATION
474,"Kenya",LOCATION
487,"Syria",LOCATION
487,"UN",ORGANIZATION
487,"UNHCR",ORGANIZATION
1389,"U.N.",ORGANIZATION
1389,"Europe",LOCATION
1389,"UNHCR",ORGANIZATION
2218,"Lebanon",LOCATION
2218,"UNHCR",ORGANIZATION
2218,"Iraq",LOCATION
2218,"Jordan",LOCATION
2218,"Egypt",LOCATION
2218,"Syria",LOCATION
2219,"Europe",LOCATION
2219,"Cecilia Malmstrom",PERSON
2219,"Germany",LOCATION
2219,"EU",ORGANIZATION
2219,"Syria",LOCATION
2219,"EU Home Affairs",ORGANIZATION
2219,"EU",LOCATION
2219,"Sweden",LOCATION
3197,"Syria",LOCATION
3197,"Syrian Arab Red Crescent",ORGANIZATION
3197,"Abdulrahman Attar",PERSON
3197,"International Red Cross and Red Crescent Movement",ORGANIZATION
879,"Brasilia",LOCATION
879,"Lower House of Congress",ORGANIZATION
879,"Brazil",LOCATION
879,"Andreu",PERSON
375,"Iraq",LOCATION
375,"Islamic State",ORGANIZATION
375,"United Nations",ORGANIZATION
2682,"Greg Barrow",PERSON
2682,"Horn of Africa",LOCATION
2682,"Yemen",LOCATION
2682,"Jeremy Hopkins",PERSON
2682,"UNICEF",ORGANIZATION
2682,"UN",ORGANIZATION
2682,"WFP",ORGANIZATION
1242,"Lebanon",LOCATION
2393,"Lebanon",LOCATION
2393,"Turkey",LOCATION
2393,"Jordan",LOCATION
2393,"United Nations",ORGANIZATION
2393,"Stephane Dujarric",PERSON
2393,"UN",ORGANIZATION
2393,"U.N.",ORGANIZATION
2393,"Syria",LOCATION
3299,"Lebanon",LOCATION
3299,"Syria",LOCATION
3299,"UNICEF",ORGANIZATION
3299,"Jihane Latrous",PERSON
3486,"Lebanon",LOCATION
3486,"Abu Ali",PERSON
3486,"UN",ORGANIZATION
3486,"Bekaa Valley",LOCATION
728,"Haiti",LOCATION
728,"UNSG",ORGANIZATION
728,"Manhattan",LOCATION
728,"The Asia Society",ORGANIZATION
728,"UN",ORGANIZATION
728,"New York",LOCATION
1268,"Islamic State",ORGANIZATION
1268,"Iraq",LOCATION
1268,"Jordan",LOCATION
1268,"Gaza",LOCATION
1268,"UN",ORGANIZATION
1268,"Ukraine",LOCATION
1268,"Zeid Ra'ad al Hussein",PERSON
1268,"Syria",LOCATION
1798,"Australian National University",ORGANIZATION
1798,"Ooredoo",ORGANIZATION
1798,"Buddhist",ORGANIZATION
1798,"Nicholas Farrelly",PERSON
1798,"Myanmar",LOCATION
1763,"Udaltsov",PERSON
1763,"Vladimir Putin",PERSON
1763,"Sergei Udaltsov",PERSON
1763,"Leonid Razvozhayev",PERSON
1763,"Moscow",LOCATION
1763,"Putin",PERSON
1763,"Razvozhayev",PERSON
1228,"Milorad Dodik",PERSON
1228,"Sarajevo",LOCATION
1228,"Bosnia",LOCATION
1228,"EU",ORGANIZATION
1228,"Bakir Izetbegovic",PERSON
1228,"Johannes Hahn",PERSON
1228,"Muslim",ORGANIZATION
1228,"Federica Mogherini",PERSON
2475,"State Investigation and Protection Agency",ORGANIZATION
2475,"Bosnia",LOCATION
2475,"SIPA",ORGANIZATION
1569,"Saudi Press Agency",ORGANIZATION
1569,"interior ministry",ORGANIZATION
1569,"Riyadh",LOCATION
1569,"Islamic State",ORGANIZATION
1283,"Cameroon",LOCATION
1283,"Nigeria",LOCATION
1283,"Paris",LOCATION
1283,"Niger",LOCATION
1283,"Chad",LOCATION
1283,"Idris Deby Itno",PERSON
1283,"Goodluck Jonathan",PERSON
1705,"Aragua",LOCATION
1705,"Maracay",LOCATION
1705,"Central Hospital",LOCATION
424,"Hamdallah",PERSON
424,"Hamas",ORGANIZATION
424,"Mahmoud Abbas",PERSON
424,"Gaza",LOCATION
424,"Rami Hamdallah",PERSON
424,"West Bank",LOCATION
424,"AFP",ORGANIZATION
695,"Abbas",PERSON
695,"Mahmoud Abbas",PERSON
695,"Hamas",ORGANIZATION
3259,"Hamas",ORGANIZATION
3259,"Israel",LOCATION
3259,"Ismail Haniya",PERSON
3259,"Gaza",LOCATION
3259,"Fatah",ORGANIZATION
3259,"West Bank",LOCATION
3545,"Hamas",ORGANIZATION
3545,"Palestinian Authority",ORGANIZATION
3545,"Ismail Haniya",PERSON
3545,"Gaza",LOCATION
3545,"Gaza Strip",LOCATION
3545,"West Bank",LOCATION
3545,"Haniya",PERSON
223,"Jordan",LOCATION
223,"UNHCR",ORGANIZATION
223,"Geneva",LOCATION
223,"Hussein Majali",PERSON
896,"Afghanistan",LOCATION
896,"Taliban",ORGANIZATION
896,"Interior Ministry",ORGANIZATION
896,"Sediq Sediqi",PERSON
896,"Kabul",LOCATION
896,"Efe",ORGANIZATION
896,"Kartise",LOCATION
1368,"Afghanistan",LOCATION
1368,"Kohsan",LOCATION
1368,"UN",ORGANIZATION
1368,"Taliban",ORGANIZATION
1368,"Herat",LOCATION
322,"Pakistan",LOCATION
322,"WHO",ORGANIZATION
322,"Nawaz Sharif",PERSON
322,"FATA",ORGANIZATION
1503,"Liberia",LOCATION
1503,"Guinea",LOCATION
1503,"Sierra Leone",LOCATION
1503,"World Bank Groups Board of Executive Directors",ORGANIZATION
1503,"Cte",ORGANIZATION
1503,"World Health Organization",ORGANIZATION
1503,"United Nations Mission for Ebola Emergency Response",ORGANIZATION
512,"Veracruz",LOCATION
512,"Zetas",ORGANIZATION
512,"Poza Rica",LOCATION
279,"Nuri al-Maliki",PERSON
279,"Maliki",PERSON
279,"Haider al-Abadi",PERSON
279,"Iraq",LOCATION
2392,"Maliki",PERSON
2392,"Nouri al-Maliki",PERSON
2392,"Iraq",LOCATION
3678,"Washington",LOCATION
3678,"Maliki",PERSON
3678,"Iraq",LOCATION
3678,"Saddam Hussein",PERSON
3678,"Nuri al-Maliki",PERSON
3678,"Fouad Masoum",PERSON
3678,"Baghdad",LOCATION
3678,"Haidar al-Abadi",PERSON
3679,"Maliki",PERSON
3679,"Fuad Masum",PERSON
3679,"Iraq",LOCATION
3679,"Nuri al-Maliki",PERSON
3679,"US",LOCATION
3679,"Baghdad",LOCATION
1165,"Brunei",LOCATION
1165,"Turkey",LOCATION
1165,"Moro Islamic Liberation Front",ORGANIZATION
1165,"Norway",LOCATION
1165,"Malaysia",LOCATION
1165,"MILF",ORGANIZATION
1289,"Mediterranean",LOCATION
1289,"Europe",LOCATION
1289,"Pozzallo",LOCATION
1289,"ANSA",ORGANIZATION
1289,"North Africa",LOCATION
1289,"Lampedusa",LOCATION
620,"Lebanon",LOCATION
620,"Europe",LOCATION
620,"UNHCR",ORGANIZATION
620,"Iraq",LOCATION
620,"Jordan",LOCATION
620,"Egypt",LOCATION
620,"Melissa Fleming",PERSON
620,"Syria",LOCATION
620,"Turkey",LOCATION
93,"Ali Larayedh",PERSON
93,"Larayedh",PERSON
93,"Tunisia",LOCATION
3619,"Zwara",LOCATION
3619,"Red Crescent",ORGANIZATION
3619,"Lampedusa",LOCATION
3619,"Tunisia",LOCATION
3619,"Zarzis",PERSON
3619,"Libya",LOCATION
3619,"Italy",LOCATION
3619,"Mongi Slim",PERSON
3619,"Agence France Presse",ORGANIZATION
81,"Colombia",LOCATION
307,"Alto Baud",LOCATION
307,"Department of Choc",ORGANIZATION
307,"Puerto Meluk",LOCATION
627,"Brazzaville",LOCATION
627,"Republic of Congo",LOCATION
627,"Central Africa",LOCATION
285,"Mutarule",LOCATION
285,"MONUSCO",ORGANIZATION
285,"DR Congo",LOCATION
285,"Ruzizi",LOCATION
942,"Xiang Khouang",LOCATION
942,"Vientiane",LOCATION
942,"Laos",LOCATION
942,"Lao People 's Revolutionary Party 's Central Committee and Head of the Propaganda Training Committee",ORGANIZATION
942,"Lao Defense Ministry",ORGANIZATION
1290,"United Nations",ORGANIZATION
1290,"Australia",LOCATION
1290,"U.S.",LOCATION
1290,"U.N.",ORGANIZATION
1290,"Japan",LOCATION
1290,"Green Climate Fund",ORGANIZATION
1290,"Barack Obama",PERSON
36,"Organization for Security and Cooperation in Europe",ORGANIZATION
36,"Ukraine",LOCATION
36,"Russia",LOCATION
36,"OSCE",ORGANIZATION
637,"Ukraine",LOCATION
637,"OSCE",ORGANIZATION
637,"Donetsk",LOCATION
637,"Slaviansk",LOCATION
637,"Semyonovka",LOCATION
637,"Alexander Lukyanchenko",PERSON
637,"Organization for Security and Cooperation in Europe",ORGANIZATION
1291,"Jalal-Abad",LOCATION
1291,"Kyrgyz Border Guard Service",ORGANIZATION
2416,"Hun Sen",PERSON
2416,"Sam Rainsy",PERSON
2416,"Cambodia",LOCATION
2380,"Thailand",LOCATION
2380,"Bangkok",LOCATION
2380,"Jatuporn Prompan",PERSON
1663,"Venezuela",LOCATION
1663,"Ramon Guillermo Aveledo",PERSON
1663,"Socialist Party",ORGANIZATION
1663,"Nicolas Maduro",PERSON
1663,"Vatican",LOCATION
2488,"Josue Farias",PERSON
2488,"Maracaibo",LOCATION
2488,"Penal Forum",ORGANIZATION
3327,"Venezuela",LOCATION
3327,"US Congress",ORGANIZATION
3327,"Nicolas Maduro",PERSON
3327,"US",LOCATION
3327,"Obama",PERSON
2285,"Youssef al-Qaradawi",PERSON
2285,"Gulf Arab",LOCATION
2285,"Muslim Brotherhood",ORGANIZATION
2285,"Egypt",LOCATION
2285,"Interpol",ORGANIZATION
2684,"Afghanistan",LOCATION
2684,"Abdullah",PERSON
2872,"Washington",LOCATION
2872,"Turkey",LOCATION
2872,"Maliki",PERSON
2872,"Iraq",LOCATION
2872,"Saudi Arabia",LOCATION
2872,"Nuri al-Maliki",PERSON
2872,"United States",LOCATION
2872,"Iran",LOCATION
2872,"Baghdad",LOCATION
2872,"Tehran",LOCATION
1713,"Jamal Benomar",PERSON
1713,"Saada",PERSON
1713,"Yemen",LOCATION
1713,"Abdrabuh Mansur Hadi",PERSON
1713,"Sanaa",LOCATION
1713,"Abdulmalik al-Huthi",PERSON
1713,"UN",ORGANIZATION
3643,"Haiti",LOCATION
120,"Blaise Compaore",PERSON
1882,"UN",ORGANIZATION
1882,"Seleka",LOCATION
2438,"Denis Sassou Nguesso",PERSON
2342,"Mugumya",PERSON
2342,"UPDF",ORGANIZATION
2342,"Forum for Democratic Change",ORGANIZATION
2342,"Democratic Republic of Congo",LOCATION
2342,"Kampala",LOCATION
2342,"Sam Mugumya",PERSON
3033,"Ollanta Humala",PERSON
3033,"Rene Cornejo",PERSON
3033,"Peru",LOCATION
3558,"Hun Sen",PERSON
3558,"Parliament",ORGANIZATION
3558,"Cambodia National Rescue Party",ORGANIZATION
3558,"Cambodia",LOCATION
3558,"National Assembly",ORGANIZATION
2925,"Tanzania",LOCATION
2925,"Frederick Werema",PERSON
2622,"Bosniak",ORGANIZATION
1299,"Myanmar",LOCATION
1299,"Arakan Project",ORGANIZATION
1299,"Chris Lewa",PERSON
1299,"Bangladesh",LOCATION
1299,"Rakhine",LOCATION
1299,"Lewa",LOCATION
1299,"Bay of Bengal",LOCATION
770,"Zine el-Abidine Ben Ali",PERSON
770,"Tunisia",LOCATION
770,"Nidaa Tounes",ORGANIZATION
2761,"Hawthorne",PERSON
2761,"Atlantic Councils Hariri Center",LOCATION
2761,"Tunisia",LOCATION
2761,"Middle East",LOCATION
2761,"Amy Hawthorne",PERSON
2807,"Beji Caid Essebsi",PERSON
2807,"Tunisia",LOCATION
2807,"Essebsi",PERSON
2807,"Nidaa Tounes",PERSON
1020,"Waddah Hashed",PERSON
1020,"Sanaa",LOCATION
1020,"Yemen",LOCATION
1326,"Afghanistan",LOCATION
1326,"Europe",LOCATION
1326,"Munich Re",ORGANIZATION
1326,"Japan",LOCATION
1761,"Mediterranean Sea",LOCATION
1761,"Europe",LOCATION
1761,"UNHCR",ORGANIZATION
1761,"Geneva",LOCATION
1848,"Southeast Asia",LOCATION
1848,"Africa",LOCATION
1848,"Nigeria",LOCATION
1848,"Democratic Republic of the Congo",LOCATION
1848,"Asia",LOCATION
1848,"Kenya",LOCATION
2310,"WHO",ORGANIZATION
2310,"UN",ORGANIZATION
3034,"Middle East",LOCATION
3034,"Iraq",LOCATION
3034,"UNICEF",ORGANIZATION
3034,"UN",ORGANIZATION
3034,"Syria",LOCATION
3034,"Baghdad",LOCATION
3034,"WHO",ORGANIZATION
3245,"Zaire",LOCATION
3245,"DRC",ORGANIZATION
3631,"International Organization for Migration",ORGANIZATION
3631,"Mediterranean",LOCATION
3631,"IOM",ORGANIZATION
3276,"China",LOCATION
3276,"Guangzhou",LOCATION
3276,"Xinhua New Agency",ORGANIZATION
3276,"Foshan",LOCATION
3276,"Guangdong",LOCATION
116,"Kutch",LOCATION
116,"Gujarat",LOCATION
116,"Jamnagar",LOCATION
461,"Pakistan",LOCATION
461,"Balochstan",LOCATION
461,"Karachi",LOCATION
461,"Balochistan",LOCATION
461,"Killa Abdullah",PERSON
461,"Maizai",LOCATION
461,"UNICEF",ORGANIZATION
461,"Killa Abdullah",LOCATION
2486,"UN Office on Drugs",ORGANIZATION
2486,"UNODC",ORGANIZATION
2486,"UN",ORGANIZATION
2486,"Antonino De Leo",PERSON
2486,"Bolivia",LOCATION
2585,"Upper Nile State",LOCATION
2585,"MSF",ORGANIZATION
2863,"Puntland",LOCATION
2863,"OCHA",ORGANIZATION
2863,"Somalia",LOCATION
2863,"Jariban",LOCATION
2863,"UN DSS",ORGANIZATION
2863,"UNICEF",ORGANIZATION
2863,"UN",ORGANIZATION
2863,"UNHCR",ORGANIZATION
2863,"Jariban",PERSON
2863,"Puntland Health Ministry",ORGANIZATION
2863,"WHO",ORGANIZATION
2863,"Galkayo",LOCATION
814,"Beni",PERSON
814,"Bel-Air",LOCATION
814,"DRC",ORGANIZATION
814,"Congo",LOCATION
1543,"Guinea",LOCATION
1543,"Ebola",LOCATION
1543,"Gueckedou",LOCATION
1543,"World Health Organization",ORGANIZATION
1543,"Sierra Leone",LOCATION
3502,"Guinea",LOCATION
3502,"U.S.",LOCATION
3502,"Bernard Nahlen",PERSON
3502,"Ebola",LOCATION
3502,"Gueckedou",LOCATION
3502,"West Africa",LOCATION
991,"Southeast Asia",LOCATION
2240,"Malaysia",LOCATION
2240,"New Straits",LOCATION
1327,"Afghanistan",LOCATION
1327,"Veteran United Nations",ORGANIZATION
1327,"Iraq",LOCATION
1327,"Staffan de Mistura",PERSON
1327,"Kofi Annan",PERSON
1327,"UN",ORGANIZATION
1327,"Lakhdar Brahimi",PERSON
1327,"Brahimi",PERSON
1327,"Syria",LOCATION
1327,"Ban Ki-moon",PERSON
2964,"Africa",LOCATION
2964,"AMISOM",ORGANIZATION
2964,"Somalia",LOCATION
2964,"David Rodriguez",PERSON
2964,"AFRICOM",LOCATION
2964,"Rodriguez",PERSON
2964,"United States Military",LOCATION
2964,"al-Shabab",ORGANIZATION
515,"David Rodriguez",PERSON
515,"US Africa",LOCATION
515,"Islamic State",ORGANIZATION
515,"US",LOCATION
515,"Libya",LOCATION
1432,"Afghanistan",LOCATION
1432,"Security Council",ORGANIZATION
1432,"Iraq",LOCATION
1432,"Syria Staffan de Mistura",LOCATION
1432,"Geneva",LOCATION
1432,"UN",ORGANIZATION
1432,"De Mistura",ORGANIZATION
1432,"United Nations",ORGANIZATION
1432,"Lakhdar Brahimi",PERSON
1783,"Syria",LOCATION
1783,"Damascus",LOCATION
1783,"UN",ORGANIZATION
1783,"Lakhdar Brahimi",PERSON
1783,"Staffan de Mistura",PERSON
3648,"Aleppo",LOCATION
3648,"UN",ORGANIZATION
3648,"Faisal Muqdad",PERSON
3648,"Ramzy Ezzeldin Ramzy",PERSON
1155,"Kano",LOCATION
1155,"Boko Haram",PERSON
1155,"Hotoro",LOCATION
1328,"Japan",LOCATION
1328,"Kyushu",LOCATION
1328,"Nagiso",LOCATION
2917,"Peshawar",LOCATION
2917,"Pakistan",LOCATION
2917,"Al Bayda",PERSON
2917,"Yemen",LOCATION
3317,"Donetsk Oblast",LOCATION
3317,"Ukraine",LOCATION
2366,"Haryana",LOCATION
2366,"KB Kothari",PERSON
2366,"UNICEF",ORGANIZATION
2366,"Rajasthan",LOCATION
2366,"District Information System for Education",ORGANIZATION
2366,"New York",LOCATION
1542,"Pakistan",LOCATION
1542,"Taliban",ORGANIZATION
1542,"Tehreek-e-Taliban Pakistan",LOCATION
1542,"Mir Ali",LOCATION
1542,"Mehsud",PERSON
1542,"Ashiqullah Mehsud",PERSON
1542,"North Waziristan",LOCATION
1542,"Ashiqullah",PERSON
1542,"Qari Hussain",PERSON
1542,"Afghanistan",LOCATION
1542,"AFP",ORGANIZATION
1608,"OCHA",ORGANIZATION
1608,"UNICEF",ORGANIZATION
1608,"North Waziristan",LOCATION
1608,"Bannu",LOCATION
286,"UN",ORGANIZATION
1440,"DR Congo",LOCATION
1440,"Congo",LOCATION
1245,"Maldives",LOCATION
1352,"Gaza",LOCATION
1352,"Ashraf al-Qudra",PERSON
1009,"Morsi",PERSON
1009,"Sinai Peninsula",LOCATION
1009,"Mohamed Morsis",PERSON
1009,"Cairo",LOCATION
1009,"Israel",LOCATION
1009,"El-Farafrah",LOCATION
1009,"Gaza Strip",LOCATION
2803,"Al-Maghazi",LOCATION
2803,"Gaza",LOCATION
2803,"AFP",ORGANIZATION
2803,"Deir al-Balah",PERSON
2803,"Ashraf al-Qudra",PERSON
25,"Afghanistan",LOCATION
25,"Badakhshan",LOCATION
25,"Mohammad Jan Rassoulyar",PERSON
25,"AFP",ORGANIZATION
25,"Zabul",LOCATION
2981,"Afghanistan",LOCATION
2981,"Mohammad Jan Rassoulyar",PERSON
2981,"Taliban",ORGANIZATION
2981,"Zabul",LOCATION
2981,"Badakhshan",LOCATION
2981,"Gul Mohammad Bedar",PERSON
2981,"AFP",ORGANIZATION
1732,"PSB",ORGANIZATION
1732,"Dilma Rousseff",PERSON
1732,"Campos",PERSON
1732,"Socialist Party",ORGANIZATION
1732,"Eduardo Campos",PERSON
1732,"Marina Silva",PERSON
1732,"Silva",PERSON
2100,"Dilma Rousseff",PERSON
2100,"PSB",ORGANIZATION
2100,"Rousseff",PERSON
2100,"Campos",PERSON
2100,"Anadolu News Agency",ORGANIZATION
2100,"Socialist Party",ORGANIZATION
2100,"Eduardo Campos",PERSON
2100,"Aecio Neves",PERSON
2100,"Marina Silva",PERSON
2100,"Silva",PERSON
1308,"International Crisis Group",ORGANIZATION
1308,"AFP",ORGANIZATION
1308,"UN",ORGANIZATION
1308,"ICG",ORGANIZATION
1308,"Casie Copeland",PERSON
169,"Mediterranean",LOCATION
169,"Africa",LOCATION
169,"Niger",LOCATION
169,"Europe",LOCATION
169,"Algeria",LOCATION
169,"Italy",LOCATION
2618,"Burkina Faso",PERSON
2618,"Niger",LOCATION
2618,"Brussels",LOCATION
2618,"Amadou",PERSON
2618,"Burkina Faso",LOCATION
2618,"Hama Amadou",PERSON
2618,"Mahamadou Issoufou",PERSON
2618,"Belgium",LOCATION
2618,"RFI",ORGANIZATION
946,"Rubavu",LOCATION
946,"Western Province",LOCATION
946,"Human Rights Watch",ORGANIZATION
946,"DRC",ORGANIZATION
946,"Rwanda",LOCATION
1353,"Israel",LOCATION
1353,"Peter Lerner",PERSON
1353,"Gaza Strip",LOCATION
1792,"Nigeria",LOCATION
1792,"UN al Qaeda",ORGANIZATION
1792,"Abubakar Shekau",PERSON
1792,"Russia",LOCATION
1792,"UN SC",ORGANIZATION
1792,"Boko Haram",PERSON
3160,"Tajikistan",LOCATION
3160,"Syria",LOCATION
3160,"Sogd",LOCATION
867,"Ankara",LOCATION
867,"Islamic State",ORGANIZATION
867,"Kobani",LOCATION
867,"Turkey",LOCATION
636,"Moscow",LOCATION
636,"Ukraine",LOCATION
636,"Kiev",LOCATION
636,"Russia",LOCATION
1015,"Catherine Weibel",PERSON
1015,"Hamas",ORGANIZATION
1015,"Israel",LOCATION
1015,"UNICEF",ORGANIZATION
1015,"Gaza",LOCATION
1015,"Defence for Children International",ORGANIZATION
1758,"Gaetan Mootoo",PERSON
1758,"Mali",LOCATION
1758,"Amnesty International",ORGANIZATION
1758,"Amnesty Internationals West Africa",ORGANIZATION
171,"IATA",ORGANIZATION
171,"West Africa",LOCATION
904,"Chari",PERSON
904,"Kolofata",LOCATION
904,"Logone",LOCATION
904,"Koulagna",PERSON
904,"Ibrahim Koulagna",PERSON
904,"Boko Haram",PERSON
904,"Mora",PERSON
904,"Cameroons Far North Region",LOCATION
904,"IRIN",ORGANIZATION
904,"Mayo-Tsanaga",PERSON
904,"Mayo-Sava",LOCATION
1396,"Mali",LOCATION
1396,"AFP",ORGANIZATION
1396,"republican",ORGANIZATION
71,"Ankara",LOCATION
71,"Turkey",LOCATION
71,"Istanbul",LOCATION
598,"Juba",LOCATION
598,"South Sudan",LOCATION
598,"Torit County",LOCATION
837,"Unity State",LOCATION
837,"Geneva",LOCATION
837,"South Sudan",LOCATION
837,"WFP",ORGANIZATION
837,"Elisabeth Byers",PERSON
2711,"UN",ORGANIZATION
2711,"South Sudan",LOCATION
2711,"Malakal",LOCATION
3511,"Nile River",LOCATION
3511,"Sudan",LOCATION
3511,"South Sudan",LOCATION
3511,"WFP",ORGANIZATION
543,"Afonso Dhlakama",PERSON
543,"Armando Guebuza",PERSON
543,"AFP",ORGANIZATION
543,"Renamo",ORGANIZATION
543,"Maputo",LOCATION
1179,"UN Humanitarian Air Service",ORGANIZATION
1179,"Bambari-Sibut-Dekoa",LOCATION
1179,"WFP",ORGANIZATION
1592,"Masvingo Province",LOCATION
1592,"Chingwizi",LOCATION
1592,"Zimbabwe",LOCATION
1400,"EU",ORGANIZATION
1400,"Israel",LOCATION
1400,"Gaza",LOCATION
1400,"Hamas",ORGANIZATION
1423,"Israel",LOCATION
1423,"Gaza",LOCATION
1423,"United Nations Relief and Works Agency",ORGANIZATION
1423,"Hamas",ORGANIZATION
1810,"Israel",LOCATION
1810,"Gaza",LOCATION
1810,"AFP",ORGANIZATION
1810,"Gaza Strip",LOCATION
1977,"Disaster Management Agency",ORGANIZATION
1977,"Okinawa",LOCATION
1977,"Halong",PERSON
1977,"Philippines",LOCATION
1977,"Pacific",LOCATION
1977,"Japan",LOCATION
2547,"Lebanon",LOCATION
2547,"Israel",LOCATION
